target_gene,top10_predictors
YLR031W,"['YLR030W', 'YDR034W-B', 'YJL153C', 'YGR201C', 'YML054C', 'Q0055', 'YBR072W', 'YLR354C', 'YLR361C', 'YLR360W']"
YLR032W,"['YBR072W', 'Q0130', 'Q0010', 'YLR353W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YLR033W,"['YBR072W', 'YBR085C-A', 'YDR034W-B', 'YLR178C', 'YGL089C', 'Q0010', 'YLR354C', 'YLR361C', 'YLR360W', 'YLR359W']"
YLR034C,"['YLR136C', 'YML058W-A', 'YEL065W', 'YOL158C', 'YCR005C', 'YIL117C', 'YPL156C', 'Q0055', 'YDL038C', 'YLR327C']"
YLR035C,"['YGR043C', 'YBR072W', 'YFL014W', 'Q0010', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR036C,"['YEL060C', 'YDR034W-B', 'YGR032W', 'YGR234W', 'YOL014W', 'YMR173W-A', 'YFL014W', 'YLR353W', 'YLR360W', 'YLR359W']"
YLR037C,"['YAR020C', 'YIR041W', 'YKL224C', 'YLL025W', 'YDR403W', 'YGR292W', 'YER081W', 'YLR351C', 'YLR358C', 'YLR357W']"
YLR038C,"['YLL041C', 'YDL181W', 'YMR256C', 'YHR001W-A', 'YER081W', 'YOR382W', 'YKL109W', 'YBR072W', 'YBR092C', 'YML123C']"
YLR039C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YLR040C,"['YKL178C', 'YCR097W', 'YGL089C', 'YPL187W', 'YIL117C', 'YOL155C', 'YDL038C', 'YDR019C', 'YLR355C', 'YLR362W']"
YLR041W,"['YGL089C', 'YBR054W', 'Q0010', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YLR042C,"['YPL163C', 'YGR014W', 'YIL117C', 'YCL021W-A', 'YMR173W-A', 'YMR304C-A', 'YLR304C', 'YKL096W', 'YNR067C', 'YBR054W']"
YLR043C,"['Q0055', 'YDR210C-C', 'YFL014W', 'YCL064C', 'YML123C', 'YIL080W', 'YNR044W', 'YLR346C', 'YLR347C', 'YLR342W']"
YLR044C,"['YGR192C', 'YHR174W', 'YJR009C', 'YBR072W', 'YKL060C', 'YLR441C', 'YOL058W', 'YLR354C', 'YLR360W', 'YLR359W']"
YLR045C,"['YER150W', 'YMR169C', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YLR046C,"['YHL035C', 'YLR136C', 'YOR383C', 'YDR034W-B', 'YGL089C', 'YJL153C', 'Q0010', 'YLR359W', 'YLR358C', 'YLR357W']"
YLR047C,"['YDR170W-A', 'YJL225C', 'YGL089C', 'YOL067C', 'YJR025C', 'YHL040C', 'YIL117C', 'YBR072W', 'YLR353W', 'YLR360W']"
YLR048W,"['YPR132W', 'YML100W', 'YOL058W', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YLR049C,"['YDL039C', 'YGL089C', 'YGR032W', 'YHR087W', 'YOL058W', 'YML100W', 'YDL038C', 'YMR046C', 'YER081W', 'YLR352W']"
YLR050C,"['YER124C', 'YIL121W', 'YGR201C', 'YJR078W', 'YER081W', 'YJR148W', 'YGR180C', 'YFL014W', 'YML058W-A', 'YDL048C']"
YLR051C,"['YGL029W', 'YGR280C', 'YOR287C', 'YML100W', 'YCL040W', 'YAL061W', 'YDL039C', 'YNL036W', 'YCR005C', 'YLR357W']"
YLR052W,"['YDL038C', 'YNL036W', 'Q0010', 'YLR350W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YLR053C,"['YGR032W', 'YBR072W', 'YLR267W', 'YGR161C', 'YLR178C', 'YML128C', 'YFR053C', 'YER081W', 'YMR107W', 'YLR359W']"
YLR054C,"['YJR078W', 'YMR316W', 'YGR032W', 'YDR380W', 'YDR133C', 'YGR043C', 'YML123C', 'YOR383C', 'YGL089C', 'Q0130']"
YLR055C,"['YBR085C-A', 'YER081W', 'YDR034W-B', 'YFR053C', 'YDR171W', 'YHR087W', 'YML123C', 'YLR354C', 'YLR362W', 'YLR361C']"
YLR056W,"['YHR007C', 'YGR060W', 'YDR133C', 'YOR153W', 'YOL151W', 'YGR177C', 'YJL153C', 'Q0070', 'Q0130', 'YLR136C']"
YLR057W,"['YFL014W', 'YHR087W', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR058C,"['YMR189W', 'YMR120C', 'YDR019C', 'YER091C', 'YCL064C', 'YGR088W', 'YER081W', 'YDL039C', 'YKR093W', 'YFR053C']"
YLR059C,"['YFL014W', 'YBR072W', 'YDR077W', 'YCL064C', 'YDR019C', 'Q0055', 'YDR171W', 'YLR362W', 'YLR361C', 'YLR360W']"
YLR060W,"['YBR072W', 'YFL014W', 'YML128C', 'YGR043C', 'Q0070', 'YNL036W', 'YLR327C', 'YLR355C', 'YLR362W', 'YLR361C']"
YLR061W,"['YDR170W-A', 'YER081W', 'YJR073C', 'Q0055', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YLR062C,"['YOR375C', 'YFL014W', 'YDR170W-A', 'Q0130', 'YCL064C', 'YML123C', 'YNR056C', 'YLR353W', 'YLR359W', 'YLR358C']"
YLR063W,"['YDR171W', 'YBL054W', 'YDL038C', 'YGR032W', 'YIL117C', 'YER081W', 'YOR273C', 'YOL016C', 'YER067W', 'YLR345W']"
YLR064W,"['YJL088W', 'YDL124W', 'YHR087W', 'YGL089C', 'YOR298C-A', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YLR065C,"['YDR258C', 'YFL014W', 'YGL089C', 'YBR072W', 'YFR053C', 'YOL100W', 'Q0010', 'YLR362W', 'YLR361C', 'YLR360W']"
YLR066W,"['YER081W', 'YBR085C-A', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YLR067C,"['YBR072W', 'YDL038C', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR068W,"['YGL029W', 'YNL110C', 'YDR074W', 'YDR258C', 'YAL061W', 'YCR005C', 'YIL019W', 'YHR087W', 'YMR269W', 'YDL038C']"
YLR069C,"['YIL070C', 'YFR053C', 'YDR406W', 'YDR216W', 'YFL014W', 'YDR170W-A', 'Q0130', 'YLR354C', 'YLR362W', 'YLR361C']"
YLR070C,"['YJR078W', 'YGL121C', 'YGR008C', 'YJR156C', 'YIR030C', 'YGR043C', 'YLR327C', 'Q0070', 'YML054C', 'Q0055']"
YLR071C,"['Q0055', 'YHR087W', 'YDR170W-A', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR072W,"['YGL089C', 'Q0130', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR073C,"['YDR171W', 'YDL038C', 'YGR032W', 'YER081W', 'YCR005C', 'YML128C', 'YGR110W', 'YMR046C', 'YLR327C', 'YFR015C']"
YLR074C,"['YGL029W', 'YDL038C', 'YDR171W', 'YDR074W', 'YBR092C', 'YDR258C', 'YLR347C', 'YLR348C', 'YLR344W', 'YLR362W']"
YLR075W,"['YDL083C', 'YMR142C', 'YOL058W', 'YLR448W', 'Q0130', 'YBR072W', 'YFR053C', 'YLR355C', 'YLR361C', 'YLR360W']"
YLR076C,"['YBR072W', 'YML128C', 'YGR032W', 'YGR043C', 'Q0010', 'YLR353W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YLR077W,"['YDL038C', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YLR078C,"['YML100W', 'YFR053C', 'Q0130', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YLR079W,"['YOL052C-A', 'YDL039C', 'YOR374W', 'YFL014W', 'YDL038C', 'YER067W', 'Q0010', 'YLR353W', 'YLR359W', 'YLR358C']"
YLR080W,"['YGL156W', 'YJR078W', 'YGR008C', 'YGR043C', 'YLR178C', 'YBR072W', 'YDL038C', 'Q0130', 'YLR327C', 'YLR355C']"
YLR081W,"['YNR044W', 'YJR004C', 'YDR343C', 'YMR011W', 'YDR170W-A', 'YNR034W-A', 'YGL089C', 'Q0055', 'YDL039C', 'YBR072W']"
YLR082C,"['YFL014W', 'YML123C', 'YFL066C', 'YDL039C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR083C,"['YBR085C-A', 'YDR171W', 'YLR327C', 'YER081W', 'YLR178C', 'YDR034W-B', 'YBR072W', 'YDL130W-A', 'YGL089C', 'YGR032W']"
YLR084C,"['YAR009C', 'YGL089C', 'YHR087W', 'YDL038C', 'YOL100W', 'YOL155C', 'YFL014W', 'YLR360W', 'YLR359W', 'YLR358C']"
YLR085C,"['YDR170W-A', 'YFL014W', 'YGL089C', 'YBR054W', 'YLR354C', 'YLR363C', 'YLR362W', 'YLR361C', 'YLR360W', 'YLR359W']"
YLR086W,"['YHR087W', 'YGR234W', 'YGL089C', 'YNR058W', 'YOL014W', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YLR087C,"['YDR171W', 'Q0055', 'YIL117C', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR088W,"['YDL038C', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YLR089C,"['YKL187C', 'YPL057C', 'YDR170W-A', 'YJL213W', 'YJL153C', 'YDL038C', 'YNR056C', 'YLR354C', 'YLR352W', 'YLR353W']"
YLR090W,"['Q0130', 'YFL014W', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR091W,"['YDR034W-B', 'YDR171W', 'YLR327C', 'YER081W', 'Q0010', 'YLR351C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YLR092W,"['YJR010W', 'YJR137C', 'YNL277W', 'YER081W', 'YML123C', 'YGR032W', 'YIR017C', 'YKL001C', 'YGR234W', 'YBR072W']"
YLR093C,"['YOR289W', 'YOL052C-A', 'YDL038C', 'YFL014W', 'YHR087W', 'YGR043C', 'YBR072W', 'YLR361C', 'YLR360W', 'YLR359W']"
YLR094C,"['YDR170W-A', 'YPR158W-A', 'YMR173W', 'YGR032W', 'Q0010', 'YLR351C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YLR095C,"['YGR234W', 'YGL089C', 'YML123C', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YLR096W,"['Q0065', 'Q0010', 'YLR350W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YLR097C,"['YMR251W-A', 'YGR043C', 'YML123C', 'YMR169C', 'YLR351C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR098C,"['YML128C', 'YBR072W', 'YLR362W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR099C,"['YLR120C', 'YGR032W', 'YOR153W', 'YLR346C', 'YLR194C', 'YMR316W', 'YOL151W', 'YJL153C', 'YJL088W', 'YMR173W-A']"
YLR099W-A,"['YMR316W', 'YLR099C', 'Q0055', 'YLR231C', 'YBR067C', 'YGR043C', 'YJR025C', 'YDL246C', 'YOR383C', 'YDL039C']"
YLR100W,"['YLR099C', 'YFL014W', 'YLR194C', 'YJL153C', 'YJR004C', 'YLR136C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YLR101C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YLR102C,"['YDR171W', 'YDL038C', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR103C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YLR104W,"['YBR072W', 'YLR194C', 'YDR210C-C', 'YGR032W', 'YJL034W', 'YHR087W', 'Q0130', 'YMR189W', 'YLR363C', 'YLR362W']"
YLR105C,"['YGL089C', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YLR106C,"['YBL004W', 'YBR072W', 'YFR053C', 'YNR016C', 'Q0065', 'YMR173W', 'YNR058W', 'Q0010', 'YLR353W', 'YLR360W']"
YLR107W,"['YGR032W', 'YOR338W', 'YDR034W-B', 'YBR072W', 'YDL038C', 'YGR043C', 'YGR234W', 'YFL014W', 'YLR359W', 'YLR358C']"
YLR108C,"['YGR052W', 'YDL038C', 'YGR142W', 'YFL014W', 'YNL036W', 'YCR005C', 'YBR066C', 'YML123C', 'YNR057C', 'YJR004C']"
YLR109W,"['YJL088W', 'YGR032W', 'YEL039C', 'Q0130', 'YFL014W', 'YML123C', 'YOR382W', 'YOR161C', 'YLR042C', 'YLR108C']"
YLR110C,"['YLR134W', 'YJL159W', 'YFL014W', 'YDR133C', 'YBR092C', 'YGL089C', 'YOR289W', 'YPL187W', 'YLR360W', 'YLR359W']"
YLR111W,"['YBR072W', 'YBR085C-A', 'YML128C', 'Q0130', 'Q0010', 'YLR353W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YLR112W,"['YDR133C', 'YGR032W', 'YLR327C', 'YLR042C', 'YMR189W', 'YIL169C', 'YPL187W', 'YLR214W', 'YEL065W', 'YJR073C']"
YLR113W,"['YIL126W', 'YKL096W', 'YDL140C', 'Q0010', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YLR114C,"['YBR085C-A', 'YJL153C', 'YHR087W', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR115W,"['YDR170W-A', 'YOL058W', 'YML123C', 'Q0130', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YLR116W,"['YDR170W-A', 'YDL038C', 'YDR171W', 'YHR087W', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YLR117C,"['YGL089C', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YLR118C,"['YJL218W', 'YEL039C', 'YMR169C', 'YOL058W', 'YDR533C', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YLR119W,"['YDR170W-A', 'Q0055', 'YDR133C', 'YGR008C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR120C,"['YMR316W', 'YEL060C', 'YGR032W', 'YGR043C', 'YLR194C', 'YDR170W-A', 'YOL016C', 'YJL159W', 'YPL057C', 'YHR097C']"
YLR121C,"['YLR194C', 'YGR032W', 'YDR133C', 'YMR316W', 'YKL161C', 'YJL153C', 'YDR034W-B', 'YHR030C', 'YMR304C-A', 'YMR173W-A']"
YLR122C,"['YKL187C', 'YJR156C', 'YDL038C', 'YGR032W', 'YIL080W', 'YER081W', 'YBR296C', 'YIR041W', 'Q0130', 'YBR105C']"
YLR123C,"['YIL080W', 'YGR032W', 'YDL038C', 'Q0130', 'YER081W', 'YNL160W', 'YBR296C', 'YIL117C', 'Q0010', 'YLR358C']"
YLR124W,"['YBR072W', 'Q0010', 'YLR339C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YLR125W,"['YOL161C', 'YOR302W', 'YDL038C', 'YFL064C', 'YGR032W', 'YGL089C', 'YLR352W', 'YLR359W', 'YLR358C', 'YLR357W']"
YLR126C,"['YLR136C', 'YER060W', 'YKL084W', 'YHR137W', 'YDR171W', 'YIL169C', 'YNL036W', 'YGL089C', 'YDL039C', 'YML128C']"
YLR127C,"['YFL002W-B', 'YOR382W', 'Q0130', 'YOL058W', 'YLR341W', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YLR128W,"['YBR072W', 'YNR056C', 'YGL089C', 'Q0065', 'Q0130', 'YML123C', 'YLR355C', 'YLR363C', 'YLR362W', 'YLR361C']"
YLR129W,"['YJL033W', 'YBR085C-A', 'YDL038C', 'YGR008C', 'YDR171W', 'YCR005C', 'Q0055', 'YLR327C', 'YER081W', 'YDR324C']"
YLR130C,"['YGL255W', 'YLR267W', 'YOL014W', 'YGR032W', 'YBR054W', 'YKL051W', 'YNR058W', 'YKL120W', 'YBR072W', 'YLR327C']"
YLR131C,"['Q0065', 'YDL038C', 'Q0070', 'YGR043C', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YLR132C,"['YJR073C', 'YDR502C', 'YOL155C', 'YGR032W', 'YGR234W', 'YJL153C', 'snR10', 'YDR170W-A', 'YLR348C', 'YLR354C']"
YLR133W,"['YJR073C', 'YDR170W-A', 'Q0055', 'YJL153C', 'YIL080W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR134W,"['YLR110C', 'YKL060C', 'YHR174W', 'YER074W', 'YBR072W', 'YOL100W', 'YGR254W', 'Q0055', 'YLR342W', 'YLR353W']"
YLR135W,"['YFL014W', 'YGL089C', 'YML123C', 'YBR072W', 'Q0010', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YLR136C,"['YEL065W', 'YHL040C', 'YOL158C', 'YHL047C', 'YOR382W', 'YJL218W', 'YLR214W', 'YDR133C', 'YLR194C', 'YBR067C']"
YLR137W,"['YMR173W-A', 'YGL156W', 'YOL058W', 'YOL014W', 'YOR161C', 'YLR341W', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR340W']"
YLR138W,"['YPL201C', 'YDR034W-B', 'Q0010', 'YLR349W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YLR139C,"['YDL140C', 'YOL059W', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR140W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YLR141W,"['Q0130', 'YFL014W', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YLR142W,"['YMR107W', 'YKL187C', 'YLR327C', 'YNL142W', 'YHR137W', 'YKR039W', 'YHR094C', 'YJR078W', 'YBR208C', 'YBR072W']"
YLR143W,"['YBR085C-A', 'YDL038C', 'YLR327C', 'YML128C', 'YMR046C', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YLR144C,"['YBR072W', 'YGL089C', 'YER081W', 'YDR077W', 'YLR353W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YLR145W,"['YDR170W-A', 'YLR362W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YLR146C,"['YLR327C', 'YCL040W', 'YML100W', 'YNL141W', 'YGL089C', 'YNL036W', 'YBR072W', 'YLL026W', 'Q0010', 'YLR353W']"
YLR147C,"['YLR438C-A', 'YDR258C', 'YBR054W', 'YHR087W', 'YML100W', 'YLR353W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YLR148W,"['YFL014W', 'YDL039C', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YLR149C,"['YIL101C', 'YGL156W', 'YML100W', 'YGR110W', 'YLR327C', 'YOL084W', 'YEL039C', 'YDL169C', 'YNL036W', 'YDR171W']"
YLR149C-A,"['YDL038C', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YLR150W,"['YNL301C', 'YOL052C-A', 'YDR170W-A', 'YOL058W', 'YML123C', 'Q0130', 'YLR344W', 'YLR345W', 'YLR361C', 'YLR360W']"
YLR151C,"['YOR374W', 'YLR327C', 'YER081W', 'YDL038C', 'YEL039C', 'YBR072W', 'YLR267W', 'YDR258C', 'YLR178C', 'YGL089C']"
YLR152C,"['YOL153C', 'YMR096W', 'YHR087W', 'YOR120W', 'YOR273C', 'Q0010', 'YLR358C', 'YLR356W', 'YLR355C', 'YLR354C']"
YLR153C,"['YDR502C', 'YOL155C', 'YMR046C', 'Q0070', 'YML123C', 'YBR067C', 'YFL014W', 'YNR056C', 'YOR383C', 'YLR345W']"
YLR154C,"['YJL218W', 'YJR109C', 'YOL014W', 'YGL089C', 'YNL160W', 'YML058W-A', 'YDR170W-A', 'YHR015W', 'YOR383C', 'YFL014W']"
YLR154W-C,"['YPL201C', 'YDL177C', 'YOL100W', 'YDR133C', 'Q0070', 'YML123C', 'Q0010', 'YLR352W', 'YLR359W', 'YLR358C']"
YLR158C,"['YLR161W', 'YGR032W', 'YJR148W', 'YEL073C', 'YMR096W', 'YML054C', 'YDR034W-B', 'YJR078W', 'YER103W', 'YMR316W']"
YLR161W,"['YLR158C', 'YDR133C', 'snR10', 'YNL036W', 'YFL014W', 'YML123C', 'YJL153C', 'YLR353W', 'YLR360W', 'YLR359W']"
YLR162W,"['YPL201C', 'snR10', 'YMR013W-A', 'YDL181W', 'YOL155C', 'YNL160W', 'Q0055', 'Q0050', 'YGL255W', 'YJR109C']"
YLR163C,"['Q0130', 'YOL058W', 'YOR153W', 'YFR053C', 'YOR382W', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YLR164W,"['YHR087W', 'YMR169C', 'YJL153C', 'YDL038C', 'Q0010', 'YLR351C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YLR165C,"['YGR043C', 'Q0055', 'YBR085C-A', 'YDR170W-A', 'YMR169C', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YLR166C,"['YHR087W', 'YDR258C', 'YDL038C', 'YGL089C', 'Q0065', 'Q0010', 'YLR354C', 'YLR362W', 'YLR361C', 'YLR360W']"
YLR167W,"['YNL302C', 'YDR170W-A', 'YGR032W', 'YOR383C', 'YGL089C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YLR168C,"['YDL181W', 'YMR145C', 'YGL187C', 'YNL160W', 'YOL052C-A', 'YJL153C', 'YDL038C', 'Q0010', 'YLR357W', 'YLR356W']"
YLR169W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YLR170C,"['YFL066C', 'YCL042W', 'YGR161C', 'YNL141W', 'Q0130', 'Q0065', 'YMR046C', 'YNR058W', 'YLR354C', 'YLR352W']"
YLR171W,"['YBR072W', 'Q0010', 'YLR339C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YLR172C,"['YHR087W', 'YDR258C', 'YOL052C-A', 'YOR374W', 'YML128C', 'YER081W', 'YFL014W', 'YFR053C', 'YLR178C', 'YLR356W']"
YLR173W,"['YJL153C', 'YDR170W-A', 'YDR034W-B', 'YFL066C', 'YNL160W', 'YGL089C', 'YBR054W', 'YLR361C', 'YLR360W', 'YLR359W']"
YLR174W,"['YJR095W', 'YDL215C', 'YML042W', 'YBR085C-A', 'YHR096C', 'YNL036W', 'YIL024C', 'YAR073W', 'YMR175W', 'YOR374W']"
YLR175W,"['YJL136C', 'YOR374W', 'YDR258C', 'YBR085C-A', 'YER081W', 'YDR170W-A', 'YML128C', 'YGR043C', 'YCR005C', 'YGL089C']"
YLR176C,"['YFR015C', 'YDR170W-A', 'YOL100W', 'Q0055', 'YDR074W', 'YBR072W', 'Q0010', 'YLR360W', 'YLR359W', 'YLR358C']"
YLR177W,"['YFR015C', 'YDR171W', 'YOL084W', 'YOR383C', 'YEL060C', 'YIL080W', 'YOR028C', 'YER067W', 'YOR273C', 'YNL036W']"
YLR178C,"['YMR105C', 'YML128C', 'YBR085C-A', 'YDL130W-A', 'YDR034W-B', 'YGR248W', 'YHR087W', 'YHR138C', 'YMR196W', 'YJR148W']"
YLR179C,"['YEL047C', 'YIL121W', 'YHR071W', 'YDL049C', 'YPL201C', 'YCR102C', 'YFL014W', 'YGL187C', 'Q0130', 'YOR383C']"
YLR180W,"['YER091C', 'YLR413W', 'YGR032W', 'YER081W', 'YBR072W', 'YER103W', 'YGR234W', 'YGL089C', 'YIL121W', 'YNR056C']"
YLR181C,"['YDL038C', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YLR182W,"['YOL100W', 'YGR043C', 'YJR156C', 'YDL227C', 'YDR034W-B', 'YIL117C', 'Q0065', 'YBR085C-A', 'YER081W', 'YLR346C']"
YLR183C,"['YMR096W', 'YOR302W', 'YDL038C', 'YIL014C-A', 'YJR073C', 'YDR019C', 'YIL117C', 'YGR032W', 'Q0130', 'YJL153C']"
YLR184W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YLR185W,"['YDR170W-A', 'YGL156W', 'YGL089C', 'YBR072W', 'YDR258C', 'YER081W', 'YLL026W', 'YCR005C', 'YLR353W', 'YLR360W']"
YLR186W,"['YDR171W', 'YDR258C', 'YHR087W', 'YOR374W', 'YGR043C', 'YGL089C', 'YLR327C', 'YCL040W', 'YCR005C', 'YLR348C']"
YLR187W,"['YHR087W', 'YBR072W', 'Q0055', 'Q0010', 'YLR353W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YLR188W,"['YFL014W', 'YJR078W', 'YER081W', 'YLR303W', 'Q0130', 'Q0065', 'YHR087W', 'YLR360W', 'YLR359W', 'YLR358C']"
YLR189C,"['YGL156W', 'YKL103C', 'YDR258C', 'YDL039C', 'YDL038C', 'YGL089C', 'YOL058W', 'YOR382W', 'YNL160W', 'YLR356W']"
YLR190W,"['Q0055', 'YNL160W', 'YKL163W', 'YDR171W', 'YGL089C', 'YBR072W', 'YOR153W', 'YLR351C', 'YLR359W', 'YLR358C']"
YLR191W,"['Q0065', 'Q0010', 'YLR350W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
